Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
299.8,309.1,1485,39.9,207
296.2,307.0,1542,40.6,28
300.2,309.4,1459,43.9,39
300.6,310.2,1233,52.3,23
301.7,310.5,1523,34.7,181
298.2,308.1,1306,58.3,35
298.3,308.4,1528,37.3,160
303.7,312.2,1487,34.0,94
302.3,311.4,1333,66.7,205
297.5,308.7,1371,46.5,121
300.8,309.7,1519,35.8,14
302.0,311.3,1725,27.7,23
297.6,309.5,1569,36.2,63
300.3,311.5,1667,28.8,56
297.4,308.5,1471,43.9,45
298.9,310.0,1719,27.3,58
298.2,308.8,1626,40.4,20
300.6,309.4,1432,44.2,84
295.4,305.9,1518,40.6,178
300.6,309.5,1495,36.5,79
300.3,311.1,1676,28.6,158
300.7,311.5,1569,36.4,20
303.4,311.8,1401,53.0,208
302.2,310.8,1422,47.0,3
297.3,308.0,1598,29.4,148
302.2,311.5,1588,30.6,39
299.0,310.4,1713,28.0,116
300.3,310.2,1429,44.7,203
300.5,309.7,1395,61.0,157
297.3,308.1,1731,27.7,42
298.2,308.3,1824,24.2,49
300.9,311.3,1603,31.8,190
299.6,309.0,1736,26.1,146
300.7,309.6,1525,36.5,71
297.2,308.5,1574,35.8,95
298.3,309.6,1546,36.2,177
300.0,310.1,1477,34.6,195
297.3,308.2,1846,24.5,41
297.2,308.6,1392,41.5,108
297.9,309.4,1558,35.7,39
301.5,310.5,1372,44.0,203
298.1,308.4,1335,40.2,109
297.8,308.8,1421,49.6,101
298.0,308.5,1664,28.3,196
299.0,309.4,1798,25.5,89
304.1,313.0,1408,45.3,28
296.8,307.8,1573,36.4,126
300.4,311.2,1489,45.3,180
302.3,310.7,1544,39.7,141
300.6,309.5,1437,40.0,55
299.3,309.1,1473,40.3,125
301.4,310.6,1459,46.9,27
298.9,310.1,1555,40.6,176
300.6,309.6,1726,30.0,147
298.9,310.6,1720,25.3,197
301.0,309.5,1430,48.5,122
297.5,309.4,1831,26.6,105
302.6,312.2,1353,56.5,168
299.2,308.2,1466,41.3,8
302.3,310.1,1383,42.9,24
298.0,308.0,1433,39.2,87
298.9,309.3,1665,32.5,93
301.6,310.7,1457,47.8,7
298.1,307.7,1289,48.3,42
300.5,310.5,1646,34.5,63
302.5,311.5,1677,29.2,49
298.7,309.6,1755,26.9,73
298.2,308.1,1622,34.9,67
299.0,310.3,1472,36.1,97
303.1,312.6,1895,23.5,129
298.9,309.9,1376,51.0,32
297.4,308.5,1472,42.0,150
298.1,309.9,1563,32.8,51
303.0,311.1,1525,40.7,179
296.8,307.9,1718,25.2,148
302.3,311.0,1528,43.1,30
298.0,309.1,1473,44.3,124
299.8,309.5,1641,27.1,16
298.0,308.1,1454,37.1,35
298.9,309.8,1836,22.8,18
299.9,309.5,1412,57.9,59
297.7,308.4,1487,41.4,84
298.9,310.6,1406,43.8,12
298.9,310.1,1341,54.5,51
300.5,310.6,1368,49.6,10
301.3,310.8,1450,46.9,59
300.7,312.3,1670,27.3,81
297.3,308.5,1514,44.5,177
297.3,309.0,1556,39.5,168
301.7,310.9,1435,48.0,66
299.6,310.9,1472,40.9,137
301.6,310.9,1492,45.2,155
303.7,312.9,1406,41.9,48
302.3,311.4,1418,41.3,62
301.0,311.6,1454,40.0,140
297.2,308.1,1446,38.5,164
301.3,310.0,1696,32.4,202
301.6,310.6,1613,42.5,97
297.0,308.4,1305,54.6,168
301.0,312.1,1585,32.3,50
300.6,310.7,1654,32.0,180
302.6,312.0,1781,28.5,196
296.4,307.4,1512,36.8,46
303.6,312.4,1436,45.6,9
301.0,311.0,1399,58.0,190
300.7,310.8,1496,46.4,90
303.3,311.5,1412,55.6,67
302.2,311.7,1413,46.5,147
300.9,310.8,1571,39.9,51
300.0,309.5,1675,30.2,11
298.3,308.0,1486,42.3,86
304.1,313.2,1510,46.9,152
303.2,311.4,1607,36.6,43
301.7,311.0,1298,58.1,168
299.2,310.5,1705,29.5,95
301.3,311.1,1723,27.6,210
297.4,308.4,1328,61.8,98
301.7,311.0,1510,47.8,27
302.3,310.9,1762,24.5,73
301.5,310.7,1424,51.1,22
301.6,311.2,1408,42.9,89
297.6,308.8,1453,39.7,69
298.5,308.2,1563,44.6,163
300.6,311.7,1535,33.3,92
299.5,310.8,1507,40.2,156
300.6,311.6,1630,31.8,52
301.8,311.1,1395,44.6,171
297.6,308.6,1509,39.7,166
297.9,307.7,1464,43.2,97
298.2,309.0,1410,47.6,76
300.5,310.7,1488,39.4,159
302.3,311.2,1405,47.7,88
298.3,309.1,1646,30.2,125
300.1,309.7,1351,58.2,155
296.8,307.4,1549,48.3,105
297.5,308.6,1355,58.9,138
300.2,311.6,1356,53.5,132
303.7,313.0,1457,44.1,40
300.1,310.3,1345,57.1,71
300.6,310.5,1570,38.3,14
298.9,310.3,1456,44.1,118
298.0,307.8,1266,60.5,81
300.4,309.7,1685,31.3,152
303.3,311.3,1566,46.1,41
298.6,309.5,1580,33.9,70
301.6,310.8,1355,57.8,195
298.5,309.7,1354,60.8,96
299.4,308.9,1451,40.5,168
298.8,310.3,1708,27.1,78
300.6,310.9,1702,30.3,91
297.5,308.7,1443,46.2,110
302.3,311.4,1345,47.6,67
300.8,311.4,1732,26.9,45
302.7,310.8,1555,36.1,35
303.5,313.0,1465,41.0,56
300.6,310.1,1495,42.3,132
299.8,310.5,1375,53.9,110
302.7,312.2,1336,46.8,179
298.5,309.3,1488,43.7,189
302.3,311.9,1508,42.3,159
296.4,307.4,1416,50.0,210
302.3,311.2,1507,47.7,70
300.8,310.5,1511,35.8,54
303.4,311.7,1515,44.2,168
298.6,309.5,1730,30.2,41
298.2,309.0,1491,38.3,121
297.5,308.9,1696,30.9,133
301.5,311.0,1577,39.7,118
298.7,310.2,1717,27.3,26
297.1,308.4,1488,42.5,146
297.4,308.9,1348,59.1,201
302.3,311.0,1428,47.9,174
298.8,310.0,1486,38.5,55
298.2,308.3,1589,33.2,94
299.2,308.8,1405,51.4,183
300.7,310.8,1475,42.0,147
297.9,307.7,1353,50.7,13
301.0,311.1,1236,64.4,177
299.4,310.9,1473,40.1,7
298.2,307.9,1462,45.5,171
298.8,309.8,1485,42.4,74
299.6,309.0,1245,64.0,120
299.2,308.4,1856,22.7,86
298.3,307.7,1602,33.4,106
303.7,312.8,1448,44.5,55
297.8,307.3,1438,44.5,3
298.8,309.9,1482,39.1,45
300.6,312.0,1490,39.8,94
302.6,311.5,1629,34.4,228
301.0,311.6,1470,43.4,133
296.9,307.8,1840,24.6,157
297.2,308.6,1335,53.0,39
301.5,310.7,1323,49.7,79
298.1,308.6,1354,53.9,207
300.5,309.3,1475,46.8,94
297.7,308.8,1616,34.2,114
298.1,309.3,1752,25.2,77
302.5,311.9,1354,49.4,117
303.4,311.5,1560,36.4,114
296.9,307.8,1345,54.5,172
303.9,313.2,1499,37.4,7
299.1,308.4,1693,31.6,65
299.4,309.1,1304,50.5,153
299.4,310.7,1492,45.7,219
296.6,307.4,1616,28.0,175
297.5,308.7,1446,53.0,168
300.3,309.7,1452,41.5,139
298.6,308.4,1391,42.4,169
298.1,308.1,1616,32.8,65
300.7,310.8,1452,47.9,77
298.7,309.9,1483,32.8,142
296.8,308.1,1289,62.0,199
303.3,311.4,1732,25.6,232
299.1,310.3,1838,24.0,235
300.5,309.3,1589,34.9,91
300.6,311.7,1432,39.2,2
300.5,310.2,1386,48.2,225
301.9,310.9,1763,28.4,103
298.4,309.3,1504,39.3,192
298.9,308.3,1660,34.4,9
304.3,313.3,1540,39.0,14
299.3,309.1,1703,31.3,120
302.4,311.8,1644,37.2,195
303.9,313.1,1790,26.7,17
298.1,307.7,1445,48.0,73
301.2,310.4,1697,30.0,120
301.4,310.4,1334,43.2,133
303.6,312.5,1286,62.4,101
300.5,311.4,1642,27.1,37
297.6,309.2,1390,43.3,221
302.5,311.9,1306,59.7,172
298.6,309.5,1420,50.4,82
300.0,311.3,1407,47.3,208
297.6,308.3,1502,43.2,139
302.6,310.5,1461,45.4,0
300.2,311.4,1331,49.8,143
297.6,308.9,1449,47.7,209
297.5,309.0,1470,43.5,191
295.5,306.0,1621,29.5,176
303.3,311.4,1630,32.5,2
297.5,308.4,1633,33.3,213
304.1,313.3,1415,50.0,184
301.5,310.7,1454,39.4,17
303.1,311.0,1510,47.6,16
297.7,309.1,1477,38.3,60
303.7,312.5,1641,36.0,125
300.8,311.3,1498,40.2,73
297.4,308.6,1643,31.0,89
298.1,308.3,1530,42.0,184
300.2,311.7,1397,50.2,71
298.0,307.5,1387,45.5,166
300.8,310.7,1525,39.4,175
300.5,310.0,1415,43.5,98
300.1,311.4,1356,45.7,149
300.5,311.9,1730,27.5,209
302.5,310.9,1477,39.2,144
297.7,307.1,1855,22.5,7
303.7,312.7,1612,36.3,200
303.5,312.0,1475,42.9,85
299.6,309.1,1588,41.3,0
301.0,310.9,1492,44.6,15
297.7,308.2,1334,53.0,156
299.1,310.2,1456,48.4,101
300.1,309.4,1563,40.8,28
302.4,311.8,1451,42.0,110
301.8,309.5,1732,30.1,220
300.2,311.8,1436,48.2,175
297.1,308.3,1763,25.7,139
297.3,308.7,1569,33.9,93
299.0,308.6,1653,31.7,100
297.6,309.3,1529,41.9,3
298.8,309.6,1575,34.4,149
297.6,309.5,1574,30.9,151
303.4,312.2,1554,36.8,85
302.9,312.6,1394,46.4,82
300.8,311.7,1414,49.0,10
302.2,311.0,1832,23.2,70
301.5,310.7,1466,47.3,77
297.5,308.9,1596,30.7,5
301.8,310.9,1299,60.4,48
299.8,309.4,1751,27.0,173
297.3,308.1,1554,42.4,158
298.0,308.7,1443,49.3,52
296.7,307.8,1537,36.3,233
297.6,309.6,1278,50.4,2
299.0,310.1,1623,33.0,210
300.9,311.3,1801,24.6,100
302.2,311.5,1449,44.5,113
299.3,310.6,1609,31.4,99
297.7,309.7,1570,35.8,160
298.4,309.5,1519,35.4,133
302.5,312.0,1445,54.8,0
298.3,308.5,1606,33.6,67
301.1,311.1,1799,21.7,206
302.3,311.2,1842,23.9,111
299.5,310.1,1585,35.2,50
302.0,310.6,1392,60.5,10
298.4,310.1,1455,42.2,94
298.2,308.2,1446,38.2,61
298.9,310.1,1324,54.6,185
300.4,311.2,1472,37.3,187
297.7,307.6,1538,38.3,63
301.1,310.5,1428,44.1,103
302.5,312.0,1826,25.3,203
299.5,309.2,1690,29.2,108
300.2,309.5,1495,32.6,49
299.0,308.9,1449,39.6,105
298.2,308.9,1444,53.1,83
300.6,310.2,1341,52.6,21
299.2,308.9,1526,37.9,177
298.3,308.8,1349,52.1,104
297.8,309.8,1533,36.8,198
297.3,308.4,1665,28.9,17
300.4,311.0,1802,26.0,197
302.0,309.9,1308,57.6,197
298.4,309.5,1545,36.6,117
301.4,310.7,1509,38.3,95
302.3,310.8,1511,48.1,24
303.4,312.8,1590,36.3,113
301.2,310.7,1394,42.8,168
303.6,313.0,1575,38.3,54
301.0,311.0,1634,31.2,182
300.1,309.6,1565,34.8,32
300.8,310.6,1545,37.5,155
298.8,309.6,1309,57.4,185
298.4,308.9,1496,37.9,194
299.8,310.2,1654,32.7,159
303.1,312.8,1435,41.9,115
298.3,309.0,1379,43.2,0
301.3,310.7,1532,40.7,178
300.7,309.8,1363,53.1,183
303.3,312.6,1397,47.1,137
301.9,309.7,1424,42.8,140
298.5,310.0,1804,26.1,22
301.5,311.1,1469,49.5,107
298.1,307.7,1523,37.7,80
302.1,311.0,1364,50.0,205
299.4,308.9,1583,34.1,176
300.9,311.9,1310,56.1,35
303.0,311.2,1503,37.0,152
298.5,308.3,1504,38.0,20
298.4,308.2,1471,47.0,214
300.7,310.2,1696,27.5,73
303.5,313.0,1606,34.0,126
297.6,308.3,1523,39.5,137
303.5,312.3,1624,34.8,121
298.9,308.5,1459,43.1,147
299.5,310.8,1356,54.9,72
303.6,312.6,1498,40.2,155
301.7,310.1,1500,39.6,56
303.6,311.9,1617,36.0,95
298.4,308.0,1508,47.9,25
301.8,309.7,1442,45.3,233
295.6,306.0,1396,52.4,0
301.0,310.7,1391,45.0,123
296.8,307.9,1683,31.8,76
301.4,310.5,1217,60.6,103
300.3,311.5,1695,25.6,43
300.4,310.4,1544,36.3,21
297.4,309.3,1622,35.0,123
297.5,308.4,1490,39.7,34
297.0,307.9,1493,46.1,173
301.7,309.9,1452,41.5,86
301.6,310.7,1791,23.8,81
300.5,310.8,1509,33.0,153
300.6,310.4,1608,39.2,221
303.3,311.6,1301,45.1,219
300.0,311.5,1812,28.3,94
303.4,312.3,1522,42.1,62
300.5,309.8,1416,48.5,110
300.8,312.6,1588,35.6,114
297.9,307.6,1481,38.0,40
299.0,310.4,1512,38.8,109
298.2,307.7,1688,32.4,91
297.1,307.9,1456,50.0,166
297.5,308.4,1793,23.9,28
298.7,310.3,1451,40.0,86
299.3,308.8,1647,32.9,172
299.1,308.3,1506,38.0,125
302.7,311.8,1461,46.1,10
299.6,309.3,1577,39.8,48
300.8,311.0,1578,44.4,86
304.2,313.4,1482,41.4,32
300.1,309.2,1385,46.1,120
302.3,311.4,1845,21.9,27
300.6,312.0,1481,40.9,132
297.5,308.7,1416,39.2,74
301.0,310.6,1588,33.7,114
300.4,311.0,1595,35.4,15
297.6,308.6,1744,28.5,42
301.0,310.9,1570,34.0,192
297.2,308.5,1653,33.3,207
296.7,307.8,1468,39.2,35
298.0,309.2,1731,28.7,38
303.8,312.8,1416,58.7,156
299.3,309.0,1422,47.3,25
302.5,312.1,1534,38.6,3
298.8,310.5,1384,52.8,200
301.9,310.5,1477,42.4,128
299.2,310.8,1761,30.4,180
298.5,308.7,1609,35.3,117
302.6,312.1,1611,39.9,210
297.4,307.9,1338,48.5,158
301.6,310.9,1706,29.5,193
302.3,311.2,1505,36.7,78
300.3,309.9,1394,46.7,210
301.7,310.7,1861,21.8,84
297.3,308.3,1410,48.1,23
298.5,309.4,1414,46.7,102
302.9,312.4,1561,34.8,150
299.8,309.7,1707,29.1,94
298.4,309.1,1798,29.6,81
298.6,309.7,1356,54.0,6
302.4,310.2,1435,44.9,127
298.1,307.6,1764,27.7,23
301.6,310.2,1411,45.1,54
300.4,311.2,1530,32.0,169
298.7,309.7,1881,21.7,29
299.6,310.8,1644,30.9,114
301.7,310.6,1513,41.1,64
298.1,309.2,1460,45.8,80
296.8,307.6,1588,37.6,126
302.3,311.1,1455,40.3,145
297.8,309.2,1683,30.9,163
301.5,310.7,1618,35.5,218
302.2,311.4,1754,26.9,33
301.8,310.6,1452,48.4,110
297.1,308.2,1527,42.2,199
300.0,311.4,1590,33.6,5
302.6,312.3,1321,53.4,42
300.3,311.8,1547,39.7,121
303.9,312.6,1642,32.3,127
301.5,310.1,1639,33.4,47
298.5,308.0,1379,49.6,152
299.9,310.3,1638,29.1,152
300.3,311.7,1682,27.8,178
302.0,310.5,1639,32.9,94
300.1,309.4,1569,31.6,124
297.9,307.6,1612,30.7,134
301.7,310.8,1493,47.6,145
303.8,312.5,1447,46.6,198
298.0,309.9,1403,47.7,43
297.7,308.7,1249,60.4,143
298.4,309.5,1484,41.7,119
301.1,310.6,1417,47.6,10
299.8,310.8,1553,32.2,161
298.2,307.8,1411,53.4,110
298.0,308.5,1585,33.0,24
300.4,310.0,1769,26.1,38
299.7,310.8,1405,47.6,192
303.9,313.1,1639,29.0,95
300.7,311.0,1596,36.9,174
298.2,309.0,1723,26.6,168
300.9,310.3,1321,48.8,150
300.7,311.0,1559,42.8,121
295.6,306.2,1477,45.0,40
301.3,310.5,1406,47.1,83
300.5,311.6,1246,52.9,165
298.8,309.7,1225,63.4,37
301.0,310.9,1479,44.3,194
302.8,312.2,1509,36.5,52
302.2,311.4,1510,44.9,33
299.0,310.0,1486,34.6,91
297.4,308.4,1588,32.5,207
300.8,311.1,1509,33.4,172
300.7,311.7,1701,30.8,44
302.5,311.0,1387,52.1,116
298.8,309.7,1461,55.1,118
297.9,309.1,1338,49.6,56
297.5,309.3,1459,49.7,201
300.6,311.7,1428,52.6,208
302.5,310.5,1507,40.2,201
301.5,311.1,1660,33.8,115
303.7,312.9,1444,52.7,46
298.7,308.5,1668,35.2,77
297.2,308.3,1656,30.3,124
300.3,309.6,1593,38.1,140
298.0,307.7,1442,43.6,148
299.1,310.1,1570,30.9,226
298.9,310.0,1422,43.6,78
297.5,308.4,1440,35.9,13
300.8,312.4,1825,23.8,127
300.7,310.5,1357,52.6,199
297.8,307.6,1446,51.4,105
300.1,310.1,1426,42.7,64
297.1,308.4,1615,32.6,184
299.0,310.6,1787,22.2,192
300.7,309.7,1623,32.7,0
300.6,310.4,1510,42.8,124
302.8,312.1,1418,51.4,54
304.0,313.0,1377,56.0,61
297.4,308.2,1536,34.6,4
300.8,310.8,1741,27.1,39
298.1,308.3,1331,63.0,13
300.4,311.6,1359,55.4,160
304.2,313.3,1668,35.7,180
302.3,311.6,1665,34.3,139
299.5,309.1,1336,42.1,217
302.4,311.0,1317,59.4,179
302.7,312.2,1585,35.5,167
297.4,308.0,1601,34.6,181
296.1,307.1,1485,36.0,169
299.8,311.1,1300,64.2,165
302.7,312.2,1405,51.4,157
301.8,310.3,1409,52.5,26
302.3,310.1,1653,29.7,34
302.8,312.2,1746,27.4,44
299.4,308.6,1746,26.8,107
296.3,307.1,1419,48.6,142
296.9,307.6,1452,45.7,122
302.3,311.2,1432,42.7,68
297.1,307.8,1681,27.6,181
302.4,311.0,1573,36.5,193
298.7,309.8,1181,65.9,203
300.0,311.4,1508,38.2,18
300.2,310.4,1808,25.8,35
303.0,311.2,1387,41.4,100
300.5,310.6,1378,51.5,166
300.5,311.6,1658,30.4,170
297.6,308.3,1595,34.3,41
298.4,308.9,1706,29.5,107
300.3,309.9,1677,30.1,130
299.1,310.6,1380,44.7,170
299.1,310.6,1602,39.7,144
300.3,311.4,1526,38.5,101
301.9,310.5,1892,21.8,177
300.3,309.8,1523,39.2,24
301.8,311.1,1663,31.6,199
298.0,308.0,1401,54.7,65
303.9,313.0,1480,39.9,176
298.6,309.4,1465,41.1,30
300.4,309.6,1521,35.0,119
300.6,310.0,1397,55.2,90
299.0,308.8,1418,45.7,204
301.3,310.6,1451,47.5,42
303.1,312.6,1548,36.4,150
299.7,310.6,1572,38.0,139
297.5,308.7,1453,37.6,112
303.7,312.7,1540,44.8,196
301.3,311.0,1582,35.6,202
300.0,309.3,1558,29.7,168
298.3,310.0,1460,47.6,101
303.3,311.8,1489,49.4,64
298.9,310.0,1452,48.9,185
298.3,308.8,1645,30.4,33
297.4,309.0,1497,41.8,144
298.9,309.9,1449,44.1,112
297.2,308.3,1604,39.4,9
298.7,309.9,1465,39.7,72
297.2,308.7,1398,38.1,88
295.6,306.1,1256,62.3,142
298.6,309.9,1461,45.7,49
298.2,308.3,1568,36.0,92
299.0,309.0,1804,26.8,17
302.2,311.7,1488,44.6,178
302.3,311.4,1535,41.8,77
301.0,311.6,1357,45.6,137
300.8,312.0,1443,53.3,151
299.1,308.3,1524,34.1,128
298.8,310.1,1481,47.4,187
300.3,311.3,1505,39.6,107
297.9,308.8,1386,48.6,75
303.6,312.4,1388,41.9,221
300.1,309.5,1462,42.8,50
297.5,308.2,1713,32.2,17
299.3,309.1,1293,53.7,189
301.0,310.9,1473,44.2,116
298.0,308.9,1390,53.9,88
300.8,310.0,1468,52.7,178
302.0,310.5,1823,25.1,87
303.5,311.9,1493,38.7,14
299.2,308.4,1465,35.0,201
300.3,311.6,1607,33.5,109
298.0,307.7,1529,34.1,11
297.2,308.4,1462,51.2,102
303.4,311.6,1425,45.4,184
302.5,310.4,1427,46.8,179
303.8,312.6,1735,25.9,154
296.3,307.4,1648,34.0,60
299.2,309.1,1468,45.6,2
298.5,309.5,1501,40.2,114
297.9,307.7,1593,34.9,83
297.8,307.4,1512,40.8,137
297.3,308.6,1297,45.9,184
299.0,309.4,1758,25.7,68
297.2,308.6,1652,32.1,52
297.8,308.4,1479,43.5,143
297.2,308.6,1513,39.0,78
297.3,308.5,1503,43.3,90
299.9,311.4,1337,54.8,32
300.5,310.5,1452,42.9,29
298.4,308.7,1421,60.7,119
300.3,309.2,1490,47.9,163
299.1,310.3,1459,46.7,84
299.2,310.6,1443,50.9,85
298.9,309.0,1601,32.3,202
300.8,311.0,1580,36.6,109
303.5,311.6,1573,34.0,134
297.3,308.7,1619,31.6,129
302.1,311.6,1701,26.2,46
302.7,312.4,1477,46.3,251
302.5,310.3,1326,58.5,55
300.5,311.3,1475,46.3,49
300.6,310.7,1339,52.9,0
300.3,309.6,1419,42.5,137
300.6,311.7,1448,49.1,206
300.5,311.0,1759,28.3,13
300.1,309.6,1463,45.1,113
300.9,312.4,1364,52.5,125
301.7,310.7,1641,31.9,192
298.5,309.3,1630,33.3,116
301.8,311.0,1606,33.3,4
296.5,307.6,1541,38.5,98
303.4,311.6,1564,41.9,137
298.1,307.9,1517,40.8,50
303.6,313.0,1617,30.9,122
301.5,310.8,1367,49.0,193
299.3,308.6,1520,33.7,76
300.5,309.8,1367,54.0,129
302.2,311.2,1347,49.8,94
298.3,307.9,1766,26.5,145
300.8,311.2,1430,54.4,85
302.2,311.7,1653,31.4,2
300.5,309.8,1410,44.4,111
302.7,311.5,1494,41.4,149
297.3,308.1,1506,36.0,150
297.3,307.9,1797,24.7,75
299.2,308.4,1538,38.0,98
300.0,309.6,1496,38.8,27
297.4,308.1,1749,25.9,8
298.2,308.4,1497,37.7,207
302.5,310.4,1429,43.2,191
297.5,308.5,1447,41.6,118
301.1,310.7,1583,40.7,2
300.6,310.5,1509,43.1,31
300.7,310.7,1442,43.2,49
298.0,309.2,1438,42.9,101
299.1,310.3,1233,59.0,81
300.5,311.9,1676,35.2,97
295.5,306.0,1423,45.3,205
297.3,308.4,1472,41.3,67
303.5,311.6,1428,46.2,139
297.0,307.8,1396,50.0,96
297.6,308.4,1460,40.3,195
300.5,309.9,1343,63.7,124
302.2,310.6,1348,48.4,161
300.1,310.1,1380,52.6,59
299.1,310.5,1739,27.4,72
298.3,308.4,1486,44.2,196
303.0,312.3,1483,38.8,114
299.5,309.4,1386,44.4,154
300.5,309.9,1397,45.9,210
297.9,308.9,1416,39.6,45
299.2,308.5,1445,45.2,222
302.6,312.3,1512,34.2,44
297.2,307.9,1687,30.4,82
299.8,309.3,1663,35.2,208
299.7,309.1,1508,41.2,152
300.7,310.7,1416,40.4,214
301.7,310.8,1516,40.4,48
303.1,312.6,1567,32.9,132
298.2,308.1,1462,49.9,69
304.1,313.3,1480,38.4,72
302.3,310.2,1394,55.4,57
301.0,312.2,1602,35.9,67
303.8,312.6,1406,47.1,162
302.2,311.3,1554,40.2,118
298.9,310.6,1585,38.1,7
297.6,308.6,1463,46.7,85
301.0,310.9,1828,25.1,166
300.1,309.6,1760,25.4,55
295.7,306.2,1458,40.6,103
297.4,308.9,1708,28.8,174
299.3,308.6,1433,37.7,42
299.0,309.0,1419,45.2,27
304.3,313.4,1482,43.8,41
297.3,308.6,1273,59.8,182
301.0,310.4,1793,25.0,142
302.4,310.2,1503,36.2,166
300.1,311.4,1518,46.9,87
301.5,310.5,1466,48.1,189
303.0,311.1,1428,39.8,181
297.4,308.2,1386,41.0,35
302.4,310.1,1556,32.9,132
298.9,308.6,1413,46.5,122
300.9,310.9,1749,26.4,40
297.1,307.9,1492,39.4,171
297.2,308.6,1413,49.8,12
298.5,310.1,1809,28.9,20
298.5,309.3,1761,27.2,49
297.4,308.8,1467,39.0,128
302.3,311.7,1483,40.5,8
298.9,308.6,1481,40.7,124
301.6,310.4,1369,45.4,156
303.5,312.9,1504,44.8,111
300.6,310.7,1750,30.6,171
298.2,309.0,1780,29.3,91
298.2,309.0,1371,55.7,23
302.6,311.7,1471,48.3,25
300.7,310.2,1569,32.8,31
300.9,310.8,1701,30.4,55
297.7,307.2,1444,40.0,17
301.6,311.3,1706,29.9,93
297.8,308.8,1559,35.2,66
301.9,311.2,1474,41.8,18
302.3,311.6,1544,34.3,0
303.6,312.3,1616,29.3,226
300.9,310.4,1541,39.1,17
301.9,311.3,1522,35.6,63
299.5,310.8,1873,22.3,211
297.3,308.3,1506,37.0,54
298.1,307.6,1354,43.3,155
299.8,309.7,1705,28.5,103
301.6,310.6,1400,49.5,211
300.8,311.9,1560,31.8,21
302.7,312.4,1444,48.7,9
301.3,311.1,1413,42.0,221
298.9,310.0,1794,27.2,114
297.4,308.6,1820,24.6,79
300.1,310.5,1356,45.8,126
300.3,309.9,1447,46.5,28
296.7,308.0,1580,32.2,39
300.6,309.7,1639,30.4,121
298.1,309.1,1425,44.5,49
297.7,308.5,1559,35.2,127
303.8,312.7,1596,36.6,134
300.6,310.8,1375,53.2,179
302.1,310.0,1355,45.1,6
299.8,309.3,1595,32.1,183
298.1,309.0,1502,40.9,153
298.2,308.3,1476,43.5,129
300.5,311.7,1269,64.0,87
297.4,309.1,1463,35.0,183
301.0,310.9,1822,21.6,168
300.0,311.4,1487,41.2,22
298.9,310.6,1387,52.7,2
297.7,308.5,1373,56.7,203
298.3,309.7,1484,44.3,173
302.2,311.4,1390,48.1,40
298.4,308.2,1584,41.0,191
295.6,306.2,1569,35.1,140
300.1,309.7,1441,40.1,46
296.8,307.9,1698,30.8,48
302.2,311.5,1482,42.6,16
302.4,311.1,1520,42.2,143
301.8,310.8,1383,46.4,37
302.2,311.6,1534,37.2,41
300.5,310.9,1447,46.5,137
298.1,307.9,1698,33.3,40
302.5,310.4,1415,48.2,117
302.4,312.0,1305,49.1,16
299.3,310.7,1374,48.9,222
303.7,313.1,1683,28.4,46
302.2,311.6,1386,50.5,69
295.8,306.6,1508,46.5,99
297.6,308.5,1678,34.2,114
301.2,311.2,1635,29.6,211
300.1,311.6,1530,36.6,74
302.2,311.5,1360,53.0,36
298.3,308.7,1667,28.6,18
297.7,308.9,1715,27.2,193
300.7,311.0,1378,51.6,130
297.0,307.9,1455,49.0,204
298.3,308.1,1722,28.6,89
298.9,309.9,1500,44.2,115
298.4,309.3,1694,30.9,111
301.5,310.6,1522,36.6,202
301.4,310.6,1634,31.1,171
302.4,311.8,1358,50.6,133
298.0,308.7,1479,58.5,176
301.6,310.8,1726,26.7,150
300.9,312.0,1533,44.0,162
301.9,309.7,1533,35.9,204
302.2,311.5,1567,33.1,168
301.0,310.5,1429,39.4,98
301.0,311.7,1670,31.3,150
298.1,308.2,1482,37.9,17
298.3,307.9,1435,39.9,143
300.0,311.5,1455,41.7,130
301.0,310.9,1296,54.9,69
295.5,306.1,1573,35.1,129
301.7,311.1,1644,32.8,206
300.5,311.3,1507,43.4,41
303.7,312.9,1461,50.1,31
301.4,310.7,1280,61.0,106
300.2,309.7,1421,44.6,17
301.2,312.4,1428,36.6,99
300.9,310.7,1485,41.0,181
297.3,308.3,1504,36.3,45
299.3,308.9,1376,60.3,163
299.8,311.1,1562,35.7,170
303.7,312.6,1671,30.5,163
299.6,310.1,1357,48.7,96
297.0,307.7,1261,51.1,130
300.2,309.7,1678,30.5,142
296.1,307.0,1523,42.0,164
301.3,310.4,1440,41.5,197
299.1,310.4,1657,31.0,129
302.6,311.6,1518,39.0,184
295.6,306.3,1509,35.8,60
299.5,310.7,1364,49.5,0
296.8,308.0,1666,29.8,41
301.8,311.0,1529,41.6,12
300.0,309.0,1368,45.8,81
299.4,310.8,1585,31.4,149
301.7,310.5,1567,39.1,114
297.4,308.3,1774,28.9,166
297.5,308.8,1312,50.3,159
297.4,308.2,1585,46.2,37
297.9,309.1,1488,37.3,30
299.0,308.7,1507,37.5,134
303.3,311.5,1373,47.3,60
301.1,310.6,1782,24.9,93
301.9,310.9,1317,51.9,40
299.8,309.3,1470,42.7,119
295.7,306.1,1343,54.4,119
302.2,311.7,1466,49.0,66
300.4,311.7,1478,39.9,185
298.7,309.7,1622,34.6,8
303.7,312.9,1502,40.5,0
